record_id,deal_name,pipeline,deal_stage,deal_status,deal_amount,deal_forecast,deal_certainty,deal_type,deal_source,deal_brand,deal_notes,deal_category,deal_created_date,deal_close_date,deal_company_id,deal_contact_id,deal_owner,original_stage,original_status,processing_date,transformation_notes
6212,SHEDDI : preetude,Studies Pipeline,Closed Won,Won,0,60000,100,Preetude,Unknown,ICALPS,ASIC pour smart disjoncteur,Study,44427.43569,44505,2191,19943,27,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6214,LESATH-Layout,Sales Pipeline,Closed Won,Won,0,261150,100,Desogn_Service,Unknown,ICALPS,"Layout des blocs analogiques
avec implication de 1 �� 2 experts layout de debut novembre 2021 �� ao��t 2022",Opportunity,44427.44748,44469,7965,9539,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6215,SEM01-7,Sales Pipeline,Closed Won,Won,0,38500,100,Desogn_Service,Unknown,ICALPS,Prolongation Thomas,Opportunity,44440.68606,44440,4291,4604,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6216,DENEB,Sales Pipeline,Closed Won,Won,0,350000,100,Desogn_Service,Unknown,ICALPS,Besoin de 2-3 personnes sur 2022,Opportunity,44442.69316,44550,4299,4629,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6217,PHAET Layout,Sales Pipeline,Closed Won,Won,0,65000,100,Desogn_Service,Unknown,ICALPS,"Layout XFab 0.18 �m
Schematics deja realise par le client sous Tanner (Siemens)
CR d'appel du 07/09 �� venir",Opportunity,44446.75822,44522,18638,23081,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6218,Grenat - Avenant 9,Sales Pipeline,Closed Won,Won,0,68000,100,FTK,Unknown,ICALPS,Complements pour travaux jusqu'�� fin 09/2021,Opportunity,44449.7205,44449,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6222,CHARA Avenant 2,Sales Pipeline,Closed Won,Won,0,1100000,100,FTK,Unknown,ICALPS,splitter WP4,Opportunity,44466.61096,44526,3176,3277,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6229,Grenat - Avenant 11,Sales Pipeline,Closed Won,Won,0,160750,100,FTK,Unknown,ICALPS,MW octobre + indus...,Opportunity,44490.47551,44551,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6233,Grenat - Avenant 10,Sales Pipeline,Closed Won,Won,0,35500,100,FTK,Unknown,ICALPS,6 wafers supp,Opportunity,44498.43406,44491,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6234,EDASICH - Preetude,Studies Pipeline,Closed Won,Won,0,30000,100,Preetude,Unknown,ICALPS,Essais Performances,Study,44510.7022,44530,5745,6988,27,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6235,WESAT,Sales Pipeline,Closed Won,Won,0,60000,100,Desogn_Service,Unknown,ICALPS,P&R en Skywater,Opportunity,44518.69329,44515,18686,23167,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6238,WESAT : I/O characterization,Sales Pipeline,Closed Won,Won,0,5000,100,Desogn_Service,Unknown,ICALPS,Characterization of one I/O,Opportunity,44531.50727,44539,18686,23167,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6240,Beemin-Avenant1,Sales Pipeline,Closed Won,Won,0,64000,100,Desogn_Service,Unknown,ICALPS,Ajout de blocs et complexite,Opportunity,44547.42024,44582,1072,19803,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6241,ASIC lunettes connectees,Studies Pipeline,Identification,Active,0,40000,1,Preetude,Unknown,ICALPS,Asic pour pilotage lentille fluidique,Study,44547.42469,45961,14106,22022,27,Identification,En cours,14/07/2025,Standard mapping applied
6247,Grenat - Avenant 8,Sales Pipeline,Closed Won,Won,0,94500,100,FTK,Unknown,ICALPS,MW juillet aout,Opportunity,44553.52256,44393,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6248,CAIRPMU2 - complement faisabilite WP1b,Studies Pipeline,Closed Won,Won,0,60000,100,Preetude,Unknown,ICALPS,"Avec priorite �� la performance et non plus au planning.
offre envoyee ce 4/01, puis evolutions ...",Study,44565.63863,44592,3176,3277,31,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6249,VEZAD - Model emulation,Sales Pipeline,Closed Won,Won,0,28000,100,Desogn_Service,Unknown,ICALPS,Mod̬le de simulation pour emuler vezad,Opportunity,44572.40321,44572,17566,19963,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6250,OKDA - ASIC Pulser + Switch,Studies Pipeline,Closed Dead,Lost,0,20000,0,Preetude,Unknown,ICALPS,"Pour leur patch ultrason avec matrice CMUT de Philips

Projet en sommeil jusqu'�� leur levee de fonds ...
Des essais cliniques attendus avec leur levee Seed et ce pour H2'23",Study,44574.6119,45453,18706,23210,31,Construction propositions,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
6251,Grenat - Avenant 12,Sales Pipeline,Closed Won,Won,0,3500,100,FTK,Unknown,ICALPS,Model IBIS bǫtier,Opportunity,44606.69747,44606,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6253,Grenat - Avenant 12 (fin IBIS),Sales Pipeline,Closed Won,Won,0,23500,100,FTK,Unknown,ICALPS,Modelisation IBIS IO et assemblage IBIS bǫtier,Opportunity,44606.70131,44679,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6254,Grenat - Dicing wafer,Sales Pipeline,Closed Won,Won,0,3750,100,FTK,Unknown,ICALPS,Dicing et Grinding d'un wafer,Opportunity,44606.70251,44606,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6255,ACAMAR - Conservation des masques,Sales Pipeline,Closed Won,Won,0,10000,100,Desogn_Service,Unknown,ICALPS,Conservation des masques 24 mois,Opportunity,44609.47515,44635,1076,20984,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6257,GRENAT - Avenant 13,Sales Pipeline,Closed Won,Won,0,48500,100,FTK,Unknown,ICALPS,Early preseries et adder mise au point prgm test,Opportunity,44609.48021,44712,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6258,Wesat : WP3,Sales Pipeline,Closed Won,Won,0,20000,100,Desogn_Service,Unknown,ICALPS,Compensation temps passe,Opportunity,44609.48089,44620,18686,23167,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6261,ALYA-Specification,Sales Pipeline,Closed Won,Won,0,50000,100,Desogn_Service,Unknown,ICALPS,Nouvelle architecture,Opportunity,44609.48766,44659,1076,20984,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6263,Renfort Layout-1.1,Sales Pipeline,Closed Won,Won,0,38800,100,Desogn_Service,Unknown,ICALPS,"Layout sur techno XFab 0.18
intervention de juin �� octobre (TO planifie en 11/2022)
avec possibilite de travail en remote (apr̬s 2 �� 3 jours sur site �� Clamart)
1 contrainte : utilisation des outils Mentor (Microport en contrat avec Mentor jusqu'�� fin 2022, avant d'envisager un basculement vers Cadence/Virtuoso pour l efutur)",Opportunity,44628.77646,44712,4246,19846,34,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6264,ALYA-Design,Sales Pipeline,Closed Won,Won,0,250000,100,Desogn_Service,Unknown,ICALPS,Design une fois contrat en place,Opportunity,44636.59493,44804,1076,20984,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6265,Grenat - Avenant 14 - eps2,Sales Pipeline,Closed Won,Won,0,6500,100,FTK,Unknown,ICALPS,Processing second wafer,Opportunity,44636.60456,44771,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6266,Nunki - Power analysis,Sales Pipeline,Closed Won,Won,0,10000,100,Desogn_Service,Unknown,ICALPS,Analyse conso,Opportunity,44636.60705,44742,17525,19881,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
6272,VEZAD2,Sales Pipeline,Closed Won,Won,0,250000,100,Desogn_Service,Unknown,ICALPS,Projet reprise design VEZAD,Opportunity,44637.58713,45049,17566,19963,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7272,WESAD - Power cut cell,Sales Pipeline,Closed Won,Won,0,5000,100,Desogn_Service,Unknown,ICALPS,realisation de la cellule power cut en SW,Opportunity,44642.60001,44645,18686,23167,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7276,Tramontana - WP1,Studies Pipeline,Closed Won,Won,0,45000,100,Preetude,Unknown,ICALPS,"Mesure de l'etat de sante et de l'etat de charge des elements d'une batterie via solution ultrason.
1er marche vise : ordinateur portable",Study,44650.44344,44681,18726,23242,31,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7279,EDASICH-Design,Sales Pipeline,On-Hold,On-Hold,0,4000000,50,FTK,Unknown,ICALPS,Design ASIC finance,Opportunity,44672.57617,45443,5745,6988,27,Design in,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
7280,BEEMIN Amendment2,Sales Pipeline,Closed Won,Won,0,22000,100,Desogn_Service,Unknown,ICALPS,Travail additionnel,Opportunity,44672.57792,44694,1072,19803,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7282,BOTEIN-Spec,Studies Pipeline,Closed Won,Won,0,30000,100,Preetude,Unknown,ICALPS,Projet DCDC,Study,44672.57986,44880,18618,22038,27,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7283,BOTEIN-Design,Sales Pipeline,Closed Won,Won,0,270000,100,Desogn_Service,Unknown,ICALPS,Projet DCDC en 40nm,Opportunity,44672.58073,45030,18618,22038,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7285,Wezen,Sales Pipeline,Closed Won,Won,0,1265000,100,Desogn_Service,Unknown,ICALPS,"Wisekey n'ayant plus d�۪equipe Design depuis 2021, ils nous demandent de les accompagner dans le developpement de leur nouvelle plateforme securisee PKI.

Pour financer ce projet, Wiseky repond �� un Appel A Projet de la BPI sur le Post Quantique. Reponse attendu sur l'AAP en Juin pour un deblocage des fonds fin 2022/ 

Etapes : 
Prise en main de Volcano TC2 puis Vesuve TC1/TC2/Final

le tout en espace CC sur serveur dedie �� Wezen et propriete de Wisekey",Opportunity,44679.49429,45000,2153,2217,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7286,PYX02,Sales Pipeline,Closed Won,Won,0,92500,100,Desogn_Service,Unknown,ICALPS,P&R,Opportunity,44685.695,44712,9016,23259,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7289,SiriusII,Sales Pipeline,Closed Won,Won,0,200000,100,Desogn_Service,Unknown,ICALPS,"Approche avec ASIC low cost
sur technologie xfab �� Corbeille-Essonne",Opportunity,44701.46398,44712,9061,13814,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7292,Etude faisabilite ASIC,Studies Pipeline,Closed Won,Won,0,50000,100,Preetude,Unknown,ICALPS,"Interface et commande de la pile �� combustible miniature Papier/Enzymes
Technologie �� determiner",Study,44715.53725,44895,18691,23288,31,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7293,WESAT-WP3,Sales Pipeline,Closed Won,Won,0,32000,100,Desogn_Service,Unknown,ICALPS,Final run,Opportunity,44719.64396,44719,18686,23167,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7294,VELA WP2 �� WP4,Sales Pipeline,Closed Dead,Lost,0,2900000,0,FTK,Unknown,ICALPS,"Initialement
Design jusqu'�� prototypes
Strategie MLR

Desormais vision avec 1 silicium
et reprise non presentee dans le contrat avec le client final

En hold car la priorite a change chez le client final et rien desormais pour 2024",Opportunity,44722.7885,45322,3187,19954,31,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7295,MIMOSA - essai synth̬se,Studies Pipeline,Closed Won,Won,0,15000,100,Preetude,Unknown,ICALPS,essai perf sur leur code en 28HPC+,Study,44741.70064,44750,17556,19942,27,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7296,PHAD extra works,Sales Pipeline,Closed Won,Won,0,4500,100,Desogn_Service,Unknown,ICALPS,Travaux optimisation conso,Opportunity,44741.70847,44732,17581,19980,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7300,LESATH Embauche David,Sales Pipeline,Closed Won,Won,0,6500,100,Desogn_Service,Unknown,ICALPS,Compensation embauche David,Opportunity,44753.72863,44753,7965,9540,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7301,Grenat - Avenant 14 - Metalfix,Sales Pipeline,Closed Won,Won,0,114500,100,FTK,Unknown,ICALPS,et processing des wafers,Opportunity,44763.65302,44764,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7304,VEZAD2-WP1,Sales Pipeline,Closed Won,Won,0,36000,100,Desogn_Service,Unknown,ICALPS,Spec,Opportunity,44763.65929,44907,17566,19963,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7305,Preetude ASIC,Studies Pipeline,Closed Won,Won,0,80000,100,Preetude,Unknown,ICALPS,Etude ASIC pour application LED : Driver LED + Colonne,Study,44763.66212,44926,19754,24442,27,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7306,STAR02 (Projet P),Sales Pipeline,Closed Won,Won,0,272000,100,Desogn_Service,Unknown,ICALPS,2 personnes en BE,Opportunity,44763.66627,44917,11945,23309,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7307,Grenat - Avenant 14 post-traitement,Sales Pipeline,Closed Won,Won,0,158000,100,FTK,Unknown,ICALPS,Post-processing des wafers metal fixes,Opportunity,44764.39376,44778,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7309,Design Carte A puce,Sales Pipeline,Closed Dead,Lost,0,4000000,0,FTK,Unknown,ICALPS,"Developper leur propre carte SIM (Hardware) pour permettre de mutualiser la plateforme et de l�۪utiliser seule ou en embarquee sur un SOC.
C�۪est donc 2 projets en 1 : Carte sim classique puis embarquee.
Coeur ARM ou RiscV, RAM, Flash, Cryptographic accelerator, RNG, interface UART + IP Securisee.

Au regard de la baisse actuelle du prix des cartes SIM, et des elements issus de l'etude de faisabilite, Valid a decide (07/08/2023) de mettre en suspend ce projet ... A voir quand la situation evoluera �� nouveau ...",Opportunity,44764.53632,45169,19776,24435,31,Design in,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7310,Lesath-Layout avenant#2,Sales Pipeline,Closed Won,Won,0,31750,100,Desogn_Service,Unknown,ICALPS,Jours complementaires pour tape out retarde,Opportunity,44775.63013,44812,7965,9540,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7311,CAPELLA-Testchip,Sales Pipeline,Closed Won,Won,0,143684,100,Desogn_Service,Unknown,ICALPS,Finalisation P&R,Opportunity,44775.65784,44847,17484,24353,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7312,Grenat-Avenant#14 - patterns supplementaires,Sales Pipeline,Closed Won,Won,0,6000,100,FTK,Unknown,ICALPS,6 parterns supplementaires,Opportunity,44811.59192,44802,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7314,Grenat Test 1 wafer,Sales Pipeline,Closed Won,Won,0,6500,100,FTK,Unknown,ICALPS,Test d'un wafer,Opportunity,44826.72623,44826,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7316,Grenat - lot prod 1-2,Sales Pipeline,Closed Won,Won,0,450000,100,Production,Unknown,ICALPS,Premiers lots de production,Opportunity,44831.62772,44926,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7317,Grenat - Regularisation $,Sales Pipeline,Closed Won,Won,0,4750,100,FTK,Unknown,ICALPS,Regulariser le prix des depenses en $ au reel,Opportunity,44831.62877,44895,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7320,NX-TC7,Sales Pipeline,On-Hold,On-Hold,0,195000,40,Desogn_Service,Unknown,ICALPS,P&R testchip en 7nm,Opportunity,44831.63073,45596,3180,23327,27,Negotiate,Abandonnee,14/07/2025,Moved to On-Hold (abandoned + high certainty)
7321,Renfort Layout-2,Sales Pipeline,Closed Won,Won,0,24600,100,Desogn_Service,Unknown,ICALPS,Suite mission Layout sur techno XFab 0.18,Opportunity,44831.78265,44862,4246,19846,34,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7322,MIRZA - portage MIRA sur noeuds avances,Studies Pipeline,Closed Won,Won,0,35000,100,Preetude,Unknown,ICALPS,"Etude de faisabilite pour envisager un portage de 
- PULSE vers techno SOI 180nm ou un peu plus fine (XT018 -> XT011 ou autres ...?)
- ACQ vers 22 nm (GF ?)",Study,44839.65628,44926,3179,3284,31,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7323,STAR03,Sales Pipeline,Closed Won,Won,0,157000,100,Desogn_Service,Unknown,ICALPS,Design et P&R,Opportunity,44848.72728,45044,4287,4554,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7325,Renfort Layout-1.2,Sales Pipeline,Closed Won,Won,0,13200,100,Desogn_Service,Unknown,ICALPS,"Layout sur techno XFab 0.18
intervention de juin �� octobre (TO planifie en 11/2022)
avec possibilite de travail en remote (apr̬s 2 �� 3 jours sur site �� Clamart)
1 contrainte : utilisation des outils Mentor (Microport en contrat avec Mentor jusqu'�� fin 2022, avant d'envisager un basculement vers Cadence/Virtuoso pour l efutur)

2e commande sur l'offre Renfort Layout",Opportunity,44851.40074,44834,4246,19846,34,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7326,Design ASIC,Sales Pipeline,Closed Won,Won,0,70000,100,Desogn_Service,Unknown,ICALPS,"Application : Interface capteur Gaz
Partition logique 
Design RTL
Synth̬se RTL 
PnR",Opportunity,44851.61683,44911,19796,24377,34,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7328,Etude Faisabilite POLLUX,Studies Pipeline,Closed Won,Won,0,105000,100,Preetude,Unknown,ICALPS,"��tude de faisabilite pour l'analyse du Neurone : Surface et performance.
L�۪etude doit permettre de prendre une decision de GO/NoGo de la part du client.",Study,44851.62566,44926,11714,24374,27,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7329,DENEB Avenant 1-WP1,Sales Pipeline,Closed Won,Won,0,175000,100,Desogn_Service,Unknown,ICALPS,+50% IPO/IP3,Opportunity,44855.68231,44865,4299,4629,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7331,Design ASIC - Carte SIM,Sales Pipeline,Closed Dead,Lost,0,1800000,0,FTK,Unknown,ICALPS,"En partenariat avec Tiempo

Abandon car aucun retour de longs mois ...",Opportunity,44858.38538,45016,19801,24381,31,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7332,ADC,Sales Pipeline,Closed Dead,Lost,0,1,5,Desogn_Service,Unknown,ICALPS,"Design d'un ASIC integrant un ADC
Application : Impedance Spectroscopy",Opportunity,44858.44985,45501,19787,24350,27,Qualified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7333,Etude faisabilite VENATOR,Studies Pipeline,Closed Won,Won,0,80000,100,Preetude,Unknown,ICALPS,��tude de faisabilite pour determiner le prix par puce atteignable.,Study,44858.45529,44917,19776,24332,31,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7334,DENEB-Avenant 1 WP1.1,Sales Pipeline,Closed Won,Won,0,548000,100,Desogn_Service,Unknown,ICALPS,"Debug IP0 �� IP3 48
IP4-7 250
Top level 250

discussion complexe pour finaliser IP0-IP3 avant les autres IP + le top",Opportunity,44860.68163,45236,4299,4629,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7335,TTT22 avenant 1,Sales Pipeline,Closed Won,Won,0,21000,100,Desogn_Service,Unknown,ICALPS,Affermissement Option power switch,Opportunity,44861.59287,44918,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7338,PYX02-Avenant1,Sales Pipeline,Closed Won,Won,0,12000,100,Desogn_Service,Unknown,ICALPS,Prolongation mission,Opportunity,44894.43091,44895,9016,23259,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7339,LESATH-Avenant1,Sales Pipeline,Closed Won,Won,0,55000,100,Desogn_Service,Unknown,ICALPS,Reprise code RTL,Opportunity,44894.43688,44895,7965,9540,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7340,ALYA-Avenant1,Sales Pipeline,Closed Won,Won,0,80000,100,Desogn_Service,Unknown,ICALPS,Poursuite preetude,Opportunity,44894.43758,44957,1076,20984,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7341,GRENAT - Marge prod lot1-2,Sales Pipeline,Closed Won,Won,0,20172,100,Production,Unknown,ICALPS,marge sur prod,Opportunity,44894.6161,44894,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7342,Avenant 1,Sales Pipeline,Closed Won,Won,0,12000,100,Desogn_Service,Unknown,ICALPS,Design partition logique Asic OxygenB,Opportunity,44904.62861,44925,19796,24377,34,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7343,CAPH,Sales Pipeline,Negotiate,Active,0,1200000,1,FTK,Unknown,ICALPS,Nettoyage panneau solaire. Driveur et pulse du piezo. Envoi email mais donnees trop floues,Opportunity,44904.6481,46021,19839,24456,27,Negotiate,En cours,14/07/2025,Standard mapping applied
7344,Traitement wafer 3,Sales Pipeline,Closed Won,Won,0,4500,100,FTK,Unknown,ICALPS,Test d'un 3̬me wafer,Opportunity,44907.4376,44908,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7345,Chara v1b,Sales Pipeline,Closed Won,Won,0,468000,100,FTK,Unknown,ICALPS,"v1b - 12 mois - 488 k��� (GDSII en 3 mois ...)
avec evolution �� minima
+ ajout hot lot (20k���)
- tooling WLCSP (40 k���) �� facturer que si nouveau",Opportunity,44907.71263,45016,3176,3278,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7346,Etude conso Chara v2,Sales Pipeline,Closed Won,Won,0,40000,100,FTK,Unknown,ICALPS,"etude chara v2 - 3 �� 4 mois - 70 k���
reduction �� 2 mois pour essai avant chara v1b => 40 k���",Opportunity,44907.71328,45107,3176,3278,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7354,LILII,Sales Pipeline,Closed Dead,Lost,0,1480000,1,FTK,Unknown,ICALPS,NDA en cours de signature,Opportunity,44911.44245,45838,19821,24415,27,Negotiate,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7355,LESATH-Avenant2,Sales Pipeline,Closed Won,Won,0,15000,100,Desogn_Service,Unknown,ICALPS,Modification du LEF,Opportunity,44911.45149,44957,7965,9540,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7356,BEEMIN - Avenant3,Sales Pipeline,Closed Won,Won,0,8000,100,Desogn_Service,Unknown,ICALPS,Add work,Opportunity,44915.39947,44916,1072,19803,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7359,TTT22 - 6 corners add,Sales Pipeline,Closed Won,Won,0,6000,100,Desogn_Service,Unknown,ICALPS,6 corners add selon option contrat,Opportunity,44928.42449,44895,9103,10859,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7360,Asic Design for 2 customers,Sales Pipeline,Closed Dead,Lost,0,1,5,FTK,Unknown,ICALPS,A clarifier avec Joao,Opportunity,44938.77183,45289,19835,24447,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7361,ASIC en interface avec MEMS,Sales Pipeline,Closed Dead,Lost,0,1,5,FTK,Unknown,ICALPS,Developpement d'un ASIC en interface avec les MEMS de Memperience,Opportunity,44942.60709,45471,19843,24460,27,Identified,Abandonnee,14/07/2025,Moved to Closed Dead (abandoned + low certainty)
7362,P&R TSMC N5A,Sales Pipeline,Closed Dead,Lost,0,500000,0,Desogn_Service,Unknown,ICALPS,"Discussion preliminaire pour P&R + supply d'un circuit en TSMC 7nm pour application automotive

Suite �� hebdo du 01/06, choix de la techno en N5A
Et session �� 3 avec GUC le 27/06 chez VSora

+ call toutes les 2 semaines avec Khaled

Pas top embarque avec l'arrivee de Alphawave dans le perim̬tre (info de debut 02/2024)",Opportunity,44944.76384,45471,1139,1190,31,Design in,Perdue,14/07/2025,Moved to Closed Dead (lost status)
7366,Grenat - Lot Prod 3,Sales Pipeline,Closed Won,Won,0,234261,100,Production,Unknown,ICALPS,Prod + 7% energy,Opportunity,44966.45486,44966,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7367,GRENAT - Marge prod lot 3,Sales Pipeline,Closed Won,Won,0,10086,100,Production,Unknown,ICALPS,Marge Lot prod 3,Opportunity,44966.458,44966,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7368,CAIRCPU,Studies Pipeline,Closed Won,Won,0,60000,100,Preetude,Unknown,ICALPS,"CPU ARM pour ebarquer la therapie entre Chara et le RSL10
Offre jusqu'�� GDSII : 240 k���
Pototypage restant �� budgeter + planning selon choix de la technologie

Commande passe pour la phase de faisabilite",Study,44972.42581,45023,3176,3277,31,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7370,GRENAT- Avenant#16,Sales Pipeline,Closed Won,Won,0,39000,100,FTK,Unknown,ICALPS,Update prix indus et accompte MW Metal Fix 2,Opportunity,44978.72803,44985,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7372,Grenat-Avenant 17,Sales Pipeline,Closed Won,Won,0,303500,100,FTK,Unknown,ICALPS,Metal fix 2,Opportunity,44981.73771,44981,4247,19104,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7377,DENEB - Avenant2 WP1.a,Sales Pipeline,Closed Won,Won,0,27000,100,Desogn_Service,Unknown,ICALPS,Change uArch IP2,Opportunity,45006.6211,45015,4299,4629,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7378,SALM,Studies Pipeline,Closed Won,Won,0,130000,100,Preetude,Unknown,ICALPS,"Feasibility pour circuit avec RISC-V
Circuit HT 230�C

Commande par Partenaires FC",Study,45006.63624,45044,1157,1249,27,Identification,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7379,Charav1b - complement conso,Sales Pipeline,Closed Won,Won,0,20000,100,FTK,Unknown,ICALPS,Reduction de conso suite �� WP4 Charav1b,Opportunity,45007.721,45031,3176,3277,31,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7380,BEEMIN Avenant 4,Sales Pipeline,Closed Won,Won,0,8000,100,Desogn_Service,Unknown,ICALPS,10 jours supp,Opportunity,45012.64737,45013,1072,19803,27,Identified,Gagnee,14/07/2025,Moved to Closed Won (100% certainty)
7385,BEEMIN2,Sales Pipeline,Identified,Active,0,400000,10,Desogn_Service,Unknown,ICALPS,P&R Target et Performance en autre process,Opportunity,45036.48935,46201,1072,19803,27,Identified,En cours,14/07/2025,Standard mapping applied
